team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,month,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing,department_finishing ,department_sweing,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,actual_productivity
7,0.65,23.54,830,6600,0,0,0,0,55,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.48791999999999996
1,0.75,3.94,,1200,0,0,0,0,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.9456
6,0.75,2.9,,3360,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.271875
6,0.75,18.79,708,4080,0,0,0,0,34,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.612517157
6,0.8,2.9,,4800,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.626822917
10,0.7,2.9,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6645833329999999
5,0.8,4.6,,1080,0,0,0,0,9,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.902962963
3,0.75,22.52,1495,10350,55,0,0,0,57.5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.800513307
7,0.8,25.9,1126,10170,60,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.850136766
6,0.8,11.61,539,6975,50,0,0,0,31,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.879714482
11,0.6,12.52,831,9540,30,0,0,0,53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.6002298460000001
5,0.7,30.1,754,7020,0,0,0,0,58.5,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.700618234
8,0.75,4.6,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.773333333
3,0.8,22.52,1136,6960,113,0,0,0,58,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.000457471
7,0.7,30.1,562,840,30,0,0,1,59,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.700888203
5,0.6,30.1,415,6960,0,0,0,0,58,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.415172414
3,0.5,5.13,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.2565
4,0.75,3.94,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.890604167
11,0.8,2.9,,0,960,0,0,0,8,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.960625
12,0.8,11.61,760,4470,50,0,0,0,31.5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.80007657
11,0.8,4.15,,1980,0,0,0,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.934607438
12,0.8,15.26,983,4080,50,0,0,0,34,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8004019609999999
7,0.75,30.1,444,0,0,5,20,1,59,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.611140537
11,0.8,11.61,954,0,50,0,0,2,58,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.800779018
8,0.65,4.15,,960,0,0,0,0,8,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5619791670000001
12,0.6,15.26,1492,6960,23,0,0,0,34,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.600436426
6,0.8,11.41,843,5670,50,0,0,0,31.5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.800181818
12,0.8,26.16,844,7080,63,0,0,0,59,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.8003186440000001
3,0.75,29.4,1283,6960,45,0,0,2,58,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.750206897
12,0.7,4.08,,1620,0,0,0,0,9,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.6181818179999999
9,0.7,28.08,872,6900,44,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7211269570000001
3,0.8,22.52,968,6840,113,0,0,0,57,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.000230409
1,0.7,3.94,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.664875
12,0.8,5.13,,1200,0,0,0,0,10,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.9918
12,0.7,15.26,1296,6120,40,0,0,0,34,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.70043672
2,0.8,28.08,749,10350,63,0,0,0,57.5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.800594466
8,0.75,29.4,551,6840,45,0,0,0,57,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.750473684
5,0.8,30.1,511,0,0,0,0,0,59,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.800980392
2,0.8,3.94,,2400,0,0,0,0,20,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.001416667
2,0.8,28.08,782,6660,50,0,0,0,55.5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8002378379999999
10,0.7,2.9,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.463194444
11,0.8,4.15,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.668087121
8,0.8,2.9,,1440,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.681060606
4,0.8,3.94,,4440,0,0,0,0,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.827186544
9,0.75,18.79,1020,5640,45,0,0,1,52,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.750371895
12,0.8,11.61,1101,5310,50,0,0,0,31.5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8001409690000001
5,0.75,4.15,,1200,0,0,0,0,10,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.629416667
10,0.75,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.779791667
9,0.75,2.9,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.83375
8,0.8,25.9,1211,10260,60,0,0,0,57,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.850252525
1,0.8,26.16,1189,10620,75,0,0,0,59,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.850502311
1,0.7,22.94,1682,10530,75,0,0,0,58.5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.8009096090000001
9,0.5,18.79,1688,5280,0,0,0,1,54,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.28305448699999997
3,0.7,22.52,1139,10260,63,0,0,0,57,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.750068049
9,0.75,29.12,1082,6840,81,0,0,0,57,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.850610526
2,0.8,22.52,1327,0,113,0,0,0,57.5,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.000344928
5,0.5,30.1,839,6960,0,0,0,0,58,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.500801724
11,0.6,20.1,1601,4320,46,0,0,0,51,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.60059761
9,0.8,26.16,1305,10620,75,0,0,0,59,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.850502311
4,0.7,4.15,,1800,0,0,0,0,15,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0331555559999999
10,0.8,3.94,,5400,0,0,0,0,20,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.912766667
4,0.35,22.4,581,7350,0,0,0,0,51.5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.35063299
9,0.7,2.9,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.41083333299999997
10,0.7,2.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.39875
5,0.6,4.15,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.8527935609999999
8,0.7,4.6,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.658541667
10,0.7,2.9,,3360,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.41083333299999997
2,0.7,3.94,,15000,0,0,0,0,25,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.649662222
1,0.8,22.52,1420,6840,113,0,0,0,57,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1.000230409
9,0.7,28.08,1072,6900,40,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.699965217
3,0.8,22.52,1287,6840,100,0,0,0,57,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.950185965
2,0.8,3.94,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7921041670000001
6,0.7,18.79,913,4020,30,0,0,0,33.5,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.700184577
3,0.7,3.94,,12000,0,0,0,0,20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.460578704
10,0.8,22.52,1108,6720,113,0,0,0,56,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.999995238
8,0.65,3.94,,960,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.971866667
3,0.8,42.27,465,9900,54,0,0,0,55,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.705576584
10,0.65,3.94,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.705916667
10,0.7,2.9,,0,960,0,0,0,8,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.47729166700000003
3,0.8,22.52,1283,6720,88,0,0,0,56,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.900129762
2,0.7,22.94,1510,10620,60,0,0,0,57,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.8003027909999999
9,0.75,29.12,1282,6960,45,0,0,0,58,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7505931029999999
3,0.75,3.94,,1800,0,0,0,0,10,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1.059621212
3,0.8,29.4,1169,6840,63,0,0,0,57,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.800333333
12,0.8,2.9,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.793844697
11,0.6,2.9,,1200,0,0,0,0,10,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.715333333
4,0.35,30.1,287,6060,23,150,15,0,55.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.350706422
11,0.6,2.9,,960,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.864583333
9,0.7,2.9,,1800,0,0,0,0,15,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.726933333
8,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.628882576
8,0.8,25.9,562,7470,38,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.800436542
10,0.8,28.08,1082,10530,63,0,0,0,58.5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.8
6,0.75,18.79,670,3960,34,0,0,0,33,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.75065101
3,0.8,22.52,1271,5400,50,0,0,0,57,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.800161172
3,0.8,4.6,,6300,0,0,0,0,15,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.921703704
1,0.7,26.82,1267,8160,70,0,0,0,58,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.850045
3,0.8,4.6,,2400,0,0,0,0,20,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.900833333
5,0.75,30.1,788,7380,56,0,0,0,59.5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.750406233
1,0.8,22.52,1532,6900,88,0,0,0,57.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.900147246
10,0.8,3.94,,960,0,0,0,0,8,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7715833329999999
1,0.7,26.66,1562,6960,60,0,0,0,58,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8005660920000001
8,0.7,24.26,154,6840,0,0,0,0,57,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.353259649
11,0.8,11.41,560,3420,50,0,0,0,58,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.800034503
10,0.35,22.4,715,10170,23,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.35020649
10,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.828295455
1,0.75,26.82,1322,7080,45,0,0,0,59,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.750050847
10,0.8,3.94,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.9746212120000001
4,0.8,4.3,,1200,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.9890000000000001
2,0.7,30.33,398,6960,0,0,0,1,58,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.66237931
1,0.8,22.52,1397,0,138,0,0,0,57,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.100483918
6,0.35,22.53,1450,2640,0,0,0,1,39,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.26369382
9,0.8,4.15,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9562708329999999
7,0.7,24.26,1639,6720,0,0,0,0,56,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.541517857
12,0.8,4.08,,1080,0,0,0,0,9,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.8915555559999999
10,0.8,22.52,10,6000,0,0,0,0,50,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.441392
7,0.8,25.9,1012,10170,45,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.850136766
5,0.8,4.6,,7560,0,0,0,0,18,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.921604938
8,0.7,30.1,824,5160,0,0,0,1,60,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.700206125
11,0.7,4.15,,2700,0,0,0,0,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.470769231
3,0.8,22.52,11,6840,0,0,0,1,57,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.536901754
4,0.8,3.94,,6600,0,0,0,0,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8616790120000001
7,0.65,3.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.625625
4,0.7,4.15,,1800,0,0,0,0,15,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.7967555559999999
12,0.8,15.26,1053,4080,50,0,0,0,34,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.8004019609999999
10,0.8,3.94,,1200,0,0,0,0,10,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.85695
4,0.75,22.52,867,10260,94,0,0,0,57,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.9003211059999999
4,0.6,30.1,486,6780,30,0,0,1,57,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.600224189
11,0.75,42.97,1282,10260,56,0,0,0,57,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.7500412009999999
9,0.8,3.94,,1800,0,0,0,0,10,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.82680303
4,0.8,30.1,323,4080,50,0,0,1,59,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.800808642
11,0.75,11.61,635,3360,45,0,0,0,57,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.750503571
8,0.8,25.9,1083,10170,38,0,0,0,56.5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.800128721
12,0.8,4.6,,1080,0,0,0,0,9,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.868888889
1,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.891723485
5,0.8,30.1,276,600,63,3.5,15,0,59.5,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.7999828529999999
9,0.75,18.79,841,6240,45,0,0,1,52,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.750395513
9,0.75,18.79,1206,6240,34,0,0,0,52,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.750395513
2,0.65,30.33,841,6840,0,0,0,1,57,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.585315789
5,0.7,27.48,573,6840,30,0,0,0,57,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7006596490000001
6,0.6,23.41,1266,2520,23,0,0,1,38,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.601037091
8,0.7,3.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.625625
6,0.7,23.41,1180,4560,30,0,0,1,38,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.7002464909999999
5,0.7,20.4,1352,10260,50,0,0,0,57,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.7000637959999999
4,0.7,26.66,950,6960,50,0,0,0,58,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.750770115
7,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.648106061
10,0.75,3.94,,3420,0,0,0,0,19,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.955151515
8,0.8,25.9,1026,10170,60,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.850136766
12,0.8,15.26,1069,4080,63,0,0,0,34,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8004019609999999
6,0.7,18.79,2984,3960,30,0,0,0,33,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.700354545
1,0.8,3.94,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9029166670000001
2,0.7,30.33,512,4560,0,0,0,1,58,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.7002111109999999
11,0.8,4.15,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.8174242420000001
2,0.5,15.28,261,5520,0,0,0,1,46,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.40414492799999996
8,0.6,30.1,1069,4560,30,0,0,1,58,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.714410494
5,0.7,4.15,,240,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.87
1,0.75,26.82,1254,6960,65,0,0,0,58,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.85007069
10,0.7,21.82,1390,6000,30,0,0,0,50,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.700422
4,0.8,28.08,990,10350,50,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.800594466
7,0.8,2.9,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.689299242
12,0.75,15.26,1276,1440,45,0,0,0,35,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.750450658
2,0.75,3.94,,1440,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.970075758
9,0.8,26.16,1324,10620,75,0,0,0,59,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.850502311
7,0.5,3.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.560625
6,0.8,25.9,1152,6720,50,0,0,0,56,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.800125
10,0.8,22.52,598,0,75,0,0,0,56,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.850364583
5,0.7,26.82,992,6960,30,0,0,1,58,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.700556897
7,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.837594697
9,0.8,3.94,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.6895
1,0.8,3.94,,1440,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.951420455
10,0.7,28.08,1202,6900,40,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.699965217
11,0.7,2.9,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.5046875
6,0.75,20.2,402,3120,45,0,0,0,33,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.750212553
10,0.8,3.94,,1440,0,0,0,0,12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.979527778
4,0.35,4.3,,3600,0,0,0,0,20,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.9886363640000001
5,0.65,20.79,1015,7080,81,0,0,0,59,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.800473729
5,0.5,4.15,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.337973485
12,0.8,15.26,1060,4080,63,0,0,0,34,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.8004019609999999
2,0.8,5.13,,3600,0,0,0,0,15,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.710125
2,0.7,22.94,1422,10500,60,0,0,0,57,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.800415742
7,0.8,3.94,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6253125
2,0.8,3.94,,2160,0,0,0,0,18,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.966759259
2,0.7,16.1,817,5520,30,0,0,1,45,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.700516224
8,0.8,2.9,,720,0,0,0,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.329545455
6,0.8,11.41,1047,5580,63,0,0,0,31,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.8002614859999999
8,0.35,4.15,,1440,0,0,0,0,12,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.755486111
4,0.8,28.08,925,10350,50,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.800594466
7,0.7,5.13,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.283958333
2,0.8,3.94,,1200,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.971866667
11,0.8,19.31,678,4800,50,0,0,0,55,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.800250962
2,0.8,3.94,,1800,0,0,0,0,10,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.9809090909999999
11,0.7,14.89,1863,10260,50,0,0,0,57,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.700170388
12,0.8,4.08,,1080,0,0,0,0,9,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.8008888890000001
4,0.8,22.52,1342,6780,50,0,0,0,56.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.800489676
11,0.7,14.89,1501,10260,50,0,0,0,57,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.700170388
4,0.6,3.94,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.673083333
1,0.8,3.94,,1440,0,0,0,0,12,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.845458333
6,0.8,2.9,,960,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.6225
3,0.65,22.52,1138,10170,35,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.650416734
8,0.35,4.15,,1800,0,0,0,0,15,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.7071111109999999
8,0.8,4.6,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.930416667
8,0.8,25.9,1380,3630,50,0,0,0,56.5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.800162602
10,0.75,21.82,1674,6000,34,0,0,0,50,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.7506079999999999
3,0.7,22.52,1244,10260,63,0,0,0,57,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.750068049
10,0.7,22.52,1108,10080,63,0,0,0,56,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.750057359
8,0.35,15.09,1448,9360,23,0,0,0,52,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.34998951
