team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,month,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing,department_finishing ,department_sweing,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,actual_productivity
11,0.8,11.41,313,3420,50,0,0,0,58,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.800034503
12,0.8,15.26,959,4080,50,0,0,0,34,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8004019609999999
5,0.8,30.1,461,0,0,0,0,0,59,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.800980392
2,0.8,22.52,1557,0,90,0,0,0,57.5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.000344928
11,0.8,4.15,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.601278409
11,0.75,2.9,,5640,0,0,0,0,17,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.987880435
8,0.65,4.15,,960,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.553333333
7,0.7,3.94,,1200,0,0,0,0,10,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.715766667
12,0.8,4.6,,1080,0,0,0,0,9,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.92
11,0.8,11.41,338,3420,50,0,0,0,58,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.800034503
2,0.65,3.9,,1920,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.528125
1,0.35,26.66,1164,6600,23,0,0,2,55,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.378895152
9,0.8,26.16,1093,10620,75,0,0,0,59,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.850502311
12,0.8,15.26,1132,4080,63,0,0,0,34,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.8004019609999999
4,0.8,3.94,,12600,0,0,0,0,20,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.919905405
5,0.7,20.79,1297,10440,0,0,0,0,58,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.526810345
2,0.8,3.94,,2160,0,0,0,0,18,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.057962963
9,0.8,3.94,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.656666667
5,0.7,30.1,687,7500,0,0,0,0,59,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.545657673
7,0.8,25.9,1150,10170,70,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.900144811
5,0.75,4.15,,240,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.760833333
12,0.8,15.26,1029,2040,50,0,0,0,35,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.800259023
8,0.65,4.15,,960,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.877552083
12,0.8,4.08,,1080,0,0,0,0,9,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.899111111
9,0.75,18.79,1085,6240,56,0,0,1,52,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.970816667
8,0.7,30.1,7,7080,27,2,10,2,59,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.621971751
9,0.8,3.94,,1440,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8581439390000001
12,0.75,4.08,,1080,0,0,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.6346666670000001
7,0.8,4.6,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.350416667
10,0.6,22.52,1076,10170,23,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.600291767
4,0.75,5.13,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.656666667
12,0.8,15.26,1065,4080,63,0,0,0,34,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.8004019609999999
4,0.75,4.3,,2160,0,0,0,0,12,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.963699495
5,0.65,4.15,,2700,0,0,0,0,15,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.98719697
3,0.5,22.52,1102,10170,30,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.660683293
8,0.7,30.48,923,6840,30,0,0,1,57,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.7005052629999999
4,0.75,26.82,1079,7020,65,0,0,0,58,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.850446154
12,0.8,15.26,1026,2880,63,0,0,0,34,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8003552079999999
11,0.65,12.52,1004,9540,44,0,0,0,53,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.64998056
11,0.5,2.9,,960,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.259375
11,0.7,11.41,653,3480,30,0,0,2,58,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.7005404409999999
2,0.8,3.94,,1800,0,0,0,0,15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.902222222
1,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.955151515
8,0.7,4.15,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.605208333
8,0.35,4.15,,1440,0,0,0,0,12,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.994375
1,0.8,3.94,,1200,0,0,0,0,10,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.893066667
12,0.8,4.6,,1800,0,0,0,0,15,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.8995555559999999
4,0.8,4.3,,1440,0,0,0,0,12,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8450694440000001
7,0.7,30.1,784,600,30,0,0,1,59,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.7004598890000001
11,0.75,4.15,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.34583333299999997
6,0.8,11.61,1084,4950,38,0,0,0,31.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.80003139
9,0.8,3.94,,1800,0,0,0,0,10,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.964106061
12,0.8,4.6,,1080,0,0,0,0,9,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.945555556
2,0.8,22.52,1396,6900,113,0,0,0,57.5,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0006713040000002
3,0.75,28.08,795,6900,45,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.753683478
7,0.65,22.52,1295,10170,26,0,0,0,56.5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.650416734
10,0.75,3.94,,1440,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8096401520000001
1,0.6,26.66,1578,6840,38,0,0,0,57,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.700019883
9,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.8581439390000001
2,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.880530303
4,0.7,3.94,,960,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.664875
4,0.8,22.52,340,5460,63,0,0,0,56.5,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.800434622
5,0.7,20.4,1404,10440,50,0,0,0,58,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.750344828
6,0.8,2.9,,900,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.465757576
10,0.7,2.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.441041667
11,0.8,4.15,,1260,0,0,0,0,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.313852814
2,0.8,3.94,,1260,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.247316017
12,0.8,4.08,,1080,0,0,0,0,9,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.838666667
8,0.75,4.6,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8136111109999999
4,0.75,4.3,,2160,0,0,0,0,12,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.651515152
6,0.75,2.9,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.610208333
9,0.7,29.12,1170,6960,53,0,0,0,58,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.850170115
10,0.7,21.82,1576,6000,30,0,0,0,50,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.700422
7,0.8,25.9,1050,10170,60,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.850136766
5,0.7,3.94,,1440,0,0,0,0,12,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.75885
1,0.8,3.94,,1440,0,0,0,0,12,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.7962083329999999
8,0.5,30.1,1061,6960,30,0,0,1,58,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.39354885100000003
6,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.597348485
11,0.6,11.41,1039,2280,23,0,0,2,55,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.600447507
9,0.8,29.12,1073,6960,50,0,0,0,58,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.7999632179999999
2,0.8,22.52,1559,6840,90,0,0,0,57,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.000230409
8,0.7,5.13,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.58
3,0.8,19.87,963,9900,50,0,0,0,55,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8002738290000001
12,0.7,4.08,,1620,0,0,0,0,9,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.769292929
2,0.8,28.08,737,10530,63,0,0,0,58.5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.8
10,0.5,22.4,947,3390,23,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.49998033399999997
1,0.8,3.94,,1200,0,0,0,0,10,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.870083333
10,0.8,3.94,,1200,0,0,0,0,10,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8865
8,0.8,2.9,,2400,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.594871795
9,0.8,29.12,909,6960,50,0,0,0,58,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.7999632179999999
7,0.7,5.13,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.35645833299999996
1,0.8,22.52,1615,6780,88,0,0,0,56.5,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.900135693
1,0.8,3.94,,1200,0,0,0,0,10,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.962016667
1,0.5,3.94,,3360,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.768847222
8,0.7,38.09,336,6240,0,0,0,0,52,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.46769326899999997
4,0.8,3.94,,3600,0,0,0,0,20,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.9256439390000001
2,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.8171022729999999
11,0.75,10.05,103,0,45,0,0,0,54,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.750648148
7,0.6,23.54,958,6600,0,0,0,0,55,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.285333333
11,0.8,2.9,,2400,0,0,0,0,10,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.874027778
8,0.8,25.9,1177,8970,60,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.8504156279999999
4,0.35,4.3,,2700,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.908080808
4,0.8,3.94,,6000,0,0,0,0,20,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.911589744
4,0.8,22.52,1106,6780,60,0,0,0,56.5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.850312684
5,0.8,4.6,,7560,0,0,0,0,18,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.921604938
6,0.8,11.61,1072,5760,50,0,0,0,32,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.8003863640000001
11,0.8,11.61,1005,7080,50,0,0,0,29.5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.8002372879999999
3,0.8,19.87,941,9900,0,0,0,0,55,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.8002738290000001
1,0.75,3.94,,0,960,0,0,0,8,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.794566667
11,0.65,3.94,,600,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.971866667
10,0.75,3.94,,3780,0,0,0,0,21,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.997792208
7,0.7,24.26,148,6960,0,0,0,0,58,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.35553448299999996
2,0.7,16.1,957,5400,40,0,0,1,45,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.700051852
5,0.65,27.48,544,6720,34,0,0,0,56,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.7009035709999999
6,0.75,2.9,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.6283333329999999
6,0.8,11.61,916,5760,75,0,0,0,89,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.850410511
1,0.75,22.94,1871,6960,55,0,0,0,58,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.800263218
3,0.8,22.52,1063,6840,100,0,0,0,57,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.950185965
4,0.75,30.1,481,7140,0,0,0,1,59,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.7503921570000001
9,0.75,18.79,290,5040,45,0,0,0,52,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.750347333
10,0.8,22.52,1142,6720,88,0,0,0,56,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.900129762
7,0.8,4.6,,6000,0,0,0,0,25,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.825444444
10,0.7,4.15,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.7018125
7,0.8,3.94,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.676666667
3,0.8,4.6,,1800,0,0,0,0,15,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.810111111
2,0.7,30.33,408,1680,30,0,0,1,59,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.700623
9,0.6,3.94,,1440,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.261174242
8,0.8,2.9,,1620,0,0,0,0,9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.910521886
8,0.8,2.9,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.639867424
1,0.75,26.82,1322,7140,65,0,0,0,59,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.8504268909999999
7,0.65,3.94,,2520,0,0,0,0,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.749188312
5,0.7,50.89,282,5880,56,0,0,0,59,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.656763743
2,0.75,3.94,,1440,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.578314394
12,0.8,4.08,,1080,0,0,0,0,9,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.02
9,0.75,18.79,1239,5640,45,0,0,0,52,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.750371895
6,0.6,2.9,,1200,0,0,0,0,10,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.314166667
8,0.8,26.16,1108,7080,98,0,0,0,59,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.940725424
9,0.8,3.94,,960,0,0,0,0,8,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7715833329999999
4,0.35,4.3,,3240,0,0,0,0,18,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.942213805
12,0.8,11.61,548,15120,63,0,0,0,31.5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.800107143
10,0.7,21.82,1334,5760,30,0,0,0,53,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.700058333
11,0.7,27.13,530,9540,37,0,0,0,53,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.582301029
6,0.8,11.41,1140,5490,63,0,0,0,30.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.8003437659999999
1,0.8,3.94,,1200,0,0,0,0,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.929183333
9,0.75,2.9,,1800,0,0,0,0,15,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.505888889
2,0.8,22.52,1263,6900,100,0,0,0,57.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.05028058
5,0.65,4.15,,1440,0,0,0,0,15,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.864583333
5,0.75,30.1,855,7020,45,0,0,0,58,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.750356125
1,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.9476893940000001
7,0.8,48.84,1040,10260,30,0,0,0,57,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.576460393
9,0.75,2.9,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.4078125
11,0.75,19.31,513,6480,45,0,0,0,54,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7503484570000001
4,0.7,22.52,882,10170,50,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.7005416999999999
7,0.7,3.94,,960,0,0,0,0,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.779791667
7,0.8,30.1,934,6960,0,3.5,15,0,58,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.579511494
3,0.8,4.6,,1440,0,0,0,0,12,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.8113888890000001
4,0.8,30.1,922,5820,63,0,0,1,59,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.80000295
5,0.7,20.4,1480,10440,40,0,0,0,58,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.7002507840000001
3,0.8,22.52,1124,6840,100,0,0,0,57,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.950185965
4,0.8,22.52,1444,6900,88,0,0,0,57.5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.9008
1,0.8,26.16,1335,10620,63,0,0,0,59,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.8001171029999999
8,0.7,4.15,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.725625
12,0.8,15.26,1095,4080,63,0,0,0,34,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.8004019609999999
10,0.7,21.25,1531,6000,0,0,0,1,50,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.456875
11,0.75,19.31,590,9900,45,0,0,0,55,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7500578509999999
3,0.7,30.1,1041,8160,33,0,0,2,58,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.6265777779999999
2,0.8,22.52,1300,6780,113,0,0,0,56.5,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0004460179999999
3,0.75,3.94,,1440,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.895454545
6,0.75,18.79,1003,3960,45,0,0,1,33,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.75065101
8,0.65,4.15,,960,0,0,0,0,8,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0115625
10,0.8,22.52,1175,6720,60,0,0,0,56,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.850532143
3,0.8,30.1,1278,3360,50,0,0,1,57,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8005110679999999
9,0.8,3.94,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.54175
2,0.4,3.9,,6300,0,0,0,0,15,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.567377778
12,0.8,4.6,,1080,0,0,0,0,9,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.885925926
11,0.5,12.52,749,9540,38,0,0,0,53,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.673245283
2,0.8,5.13,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.36871875
9,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.8581439390000001
11,0.8,11.41,601,0,50,0,0,0,56,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8007017540000001
9,0.7,18.79,1068,3000,30,0,0,1,52,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.700256795
9,0.8,54.56,757,4140,29,0,0,0,58,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.520237649
9,0.75,2.9,,0,3600,0,0,0,15,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.841
10,0.7,21.82,1448,6120,40,0,0,1,51,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.700236601
3,0.75,29.4,1172,5340,45,0,0,2,60,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7501769909999999
3,0.8,4.6,,6300,0,0,0,0,15,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.902962963
3,0.75,4.15,,1560,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9913888890000001
6,0.7,2.9,,720,0,0,0,0,6,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.394722222
4,0.8,3.94,,3840,0,0,0,0,16,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.893663194
7,0.7,3.94,,1200,0,0,0,0,10,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8471
2,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.8357575759999999
3,0.8,22.52,1060,6840,100,0,0,0,57,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.950185965
9,0.7,18.79,1587,4560,30,0,0,1,51,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.70009573
11,0.8,4.15,,900,0,0,0,0,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.5156060610000001
10,0.8,3.94,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.385791667
8,0.8,25.9,1233,10170,60,0,0,0,56.5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.850136766
11,0.7,14.89,1735,10260,50,0,0,0,57,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.700170388
11,0.7,11.41,680,2160,30,0,0,2,54,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.5659722220000001
4,0.7,4.15,,1800,0,0,0,0,15,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.096633333
9,0.8,29.12,829,6960,50,0,0,0,58,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7999632179999999
3,0.8,22.52,813,0,88,0,0,0,57,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.90047076
10,0.75,22.52,1413,10080,69,0,0,0,56,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.800020563
9,0.8,29.12,14,6960,0,0,0,0,58,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.497885057
9,0.75,29.12,1070,6960,34,0,0,0,58,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7505931029999999
4,0.8,30.1,891,7140,38,0,0,1,59,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.800137255
10,0.8,22.52,1088,6720,88,0,0,0,56,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.900129762
4,0.8,4.3,,1440,0,0,0,0,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.7226388890000001